SchoolID,CourseID,CourseName,SectionID,TeacherID,TeacherName,RoomID,RoomName,Period,Slots,TermID,MaxEnrollment
Columbus Middle School,MATH6,Math 6,MATH6.4,T618,MS_Diaz_4,R034,Room 34,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,MATH6,Math 6,MATH6.5,T619,MS_Diaz_5,R044,Room 44,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,MATH6,Math 6,MATH6.6,T620,MS_Evans,R037,Room 37,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,MATH6,Math 6,MATH6.7,T621,MS_Evans_2,R036,Room 36,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,MATH6,Math 6,MATH6.8,T622,MS_Evans_3,R044,Room 44,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,MATH6,Math 6,MATH6.9,T623,MS_Evans_4,R026,Room 26,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,MATH6,Math 6,MATH6.10,T624,MS_Evans_5,R059,Room 59,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.1,T630,MS_Garcia,R071,Lab 71,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.2,T631,MS_Garcia_2,R072,Lab 72,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.3,T632,MS_Garcia_3,R074,Lab 74,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.4,T633,MS_Garcia_4,R073,Lab 73,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.5,T634,MS_Garcia_5,R073,Lab 73,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.6,T635,MS_Hayes,R077,Lab 77,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.7,T636,MS_Hayes_2,R079,Lab 79,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.8,T637,MS_Hayes_3,R073,Lab 73,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.9,T638,MS_Hayes_4,R074,Lab 74,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SCI6,Science 6,SCI6.10,T639,MS_Hayes_5,R072,Lab 72,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.1,T645,MS_Kim,R024,Room 24,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.2,T646,MS_Kim_2,R017,Room 17,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.3,T647,MS_Kim_3,R015,Room 15,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.4,T648,MS_Kim_4,R013,Room 13,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.5,T649,MS_Kim_5,R022,Room 22,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.6,T650,MS_Lopez,R015,Room 15,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.7,T651,MS_Lopez_2,R009,Room 9,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.8,T652,MS_Lopez_3,R008,Room 8,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.9,T653,MS_Lopez_4,R008,Room 8,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SS6,Social Studies 6,SS6.10,T654,MS_Lopez_5,R063,Room 63,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.1,T660,MS_Nguyen,R003,Room 3,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.2,T661,MS_Nguyen_2,R003,Room 3,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.3,T662,MS_Nguyen_3,R069,Room 69,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.4,T663,MS_Nguyen_4,R025,Room 25,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.5,T664,MS_Nguyen_5,R013,Room 13,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.6,T665,MS_Ortiz,R059,Room 59,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.7,T666,MS_Ortiz_2,R070,Room 70,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.8,T667,MS_Ortiz_3,R022,Room 22,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.9,T668,MS_Ortiz_4,R004,Room 4,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SPAN6,Spanish 6,SPAN6.10,T669,MS_Ortiz_5,R001,Room 1,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.1,T675,MS_Reyes,R104,Gymnasium 3,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.2,T676,MS_Reyes_2,R110,Gymnasium 5,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.3,T677,MS_Reyes_3,R110,Gymnasium 5,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.4,T678,MS_Reyes_4,R098,Gymnasium,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.5,T679,MS_Reyes_5,R110,Gymnasium 5,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.6,T680,MS_Stone,R110,Gymnasium 5,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.7,T681,MS_Stone_2,R107,Gymnasium 4,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.8,T682,MS_Stone_3,R107,Gymnasium 4,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.9,T683,MS_Stone_4,R104,Gymnasium 3,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,PE6,PE 6,PE6.10,T684,MS_Stone_5,R098,Gymnasium,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.1,T610,MS_Cole,R001,Room 1,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.2,T611,MS_Cole_2,R004,Room 4,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.3,T612,MS_Cole_3,R006,Room 6,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.4,T613,MS_Cole_4,R025,Room 25,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.5,T614,MS_Cole_5,R066,Room 66,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.6,T600,MS_Allen,R070,Room 70,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.7,T601,MS_Allen_2,R059,Room 59,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.8,T602,MS_Allen_3,R057,Room 57,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.9,T603,MS_Allen_4,R070,Room 70,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,ENG7,English 7,ENG7.10,T604,MS_Allen_5,R069,Room 69,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.1,T625,MS_Foster,R033,Room 33,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.2,T626,MS_Foster_2,R009,Room 9,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.3,T627,MS_Foster_3,R015,Room 15,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.4,T628,MS_Foster_4,R007,Room 7,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.5,T629,MS_Foster_5,R060,Room 60,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.6,T615,MS_Diaz,R069,Room 69,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.7,T616,MS_Diaz_2,R037,Room 37,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.8,T617,MS_Diaz_3,R035,Room 35,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.9,T618,MS_Diaz_4,R033,Room 33,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,MATH7,Pre-Algebra,MATH7.10,T619,MS_Diaz_5,R041,Room 41,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.1,T640,MS_Iqbal,R073,Lab 73,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.2,T641,MS_Iqbal_2,R072,Lab 72,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.3,T642,MS_Iqbal_3,R072,Lab 72,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.4,T643,MS_Iqbal_4,R071,Lab 71,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.5,T644,MS_Iqbal_5,R083,Lab 83,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.6,T630,MS_Garcia,R073,Lab 73,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.7,T631,MS_Garcia_2,R072,Lab 72,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.8,T632,MS_Garcia_3,R071,Lab 71,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.9,T633,MS_Garcia_4,R085,Lab 85,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SCI7,Science 7,SCI7.10,T634,MS_Garcia_5,R071,Lab 71,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.1,T655,MS_Mehta,R006,Room 6,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.2,T656,MS_Mehta_2,R069,Room 69,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.3,T657,MS_Mehta_3,R002,Room 2,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.4,T658,MS_Mehta_4,R005,Room 5,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.5,T659,MS_Mehta_5,R021,Room 21,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.6,T645,MS_Kim,R023,Room 23,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.7,T646,MS_Kim_2,R016,Room 16,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.8,T647,MS_Kim_3,R069,Room 69,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.9,T648,MS_Kim_4,R034,Room 34,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SS7,Social Studies 7,SS7.10,T649,MS_Kim_5,R034,Room 34,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.1,T660,MS_Nguyen,R070,Room 70,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.2,T661,MS_Nguyen_2,R005,Room 5,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.3,T662,MS_Nguyen_3,R009,Room 9,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.4,T663,MS_Nguyen_4,R069,Room 69,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.5,T664,MS_Nguyen_5,R007,Room 7,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.6,T665,MS_Ortiz,R043,Room 43,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.7,T666,MS_Ortiz_2,R026,Room 26,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.8,T667,MS_Ortiz_3,R002,Room 2,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.9,T668,MS_Ortiz_4,R001,Room 1,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SPAN7,Spanish 7,SPAN7.10,T669,MS_Ortiz_5,R002,Room 2,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.1,T675,MS_Reyes,R107,Gymnasium 4,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.2,T676,MS_Reyes_2,R101,Gymnasium 2,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.3,T677,MS_Reyes_3,R101,Gymnasium 2,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.4,T678,MS_Reyes_4,R098,Gymnasium,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.5,T679,MS_Reyes_5,R101,Gymnasium 2,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.6,T680,MS_Stone,R104,Gymnasium 3,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.7,T681,MS_Stone_2,R101,Gymnasium 2,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.8,T682,MS_Stone_3,R107,Gymnasium 4,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.9,T683,MS_Stone_4,R110,Gymnasium 5,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,PE7,PE 7,PE7.10,T684,MS_Stone_5,R110,Gymnasium 5,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.1,T605,MS_Brooks,R068,Room 68,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.2,T606,MS_Brooks_2,R051,Room 51,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.3,T607,MS_Brooks_3,R049,Room 49,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.4,T608,MS_Brooks_4,R051,Room 51,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.5,T609,MS_Brooks_5,R062,Room 62,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.6,T610,MS_Cole,R005,Room 5,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.7,T611,MS_Cole_2,R006,Room 6,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.8,T612,MS_Cole_3,R008,Room 8,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.9,T613,MS_Cole_4,R004,Room 4,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,ENG8,English 8,ENG8.10,T614,MS_Cole_5,R064,Room 64,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.1,T620,MS_Evans,R031,Room 31,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.2,T621,MS_Evans_2,R029,Room 29,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.3,T622,MS_Evans_3,R051,Room 51,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.4,T623,MS_Evans_4,R026,Room 26,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.5,T624,MS_Evans_5,R070,Room 70,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.6,T625,MS_Foster,R003,Room 3,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.7,T626,MS_Foster_2,R036,Room 36,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.8,T627,MS_Foster_3,R029,Room 29,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.9,T628,MS_Foster_4,R025,Room 25,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,MATH8,Algebra I,MATH8.10,T629,MS_Foster_5,R040,Room 40,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.1,T635,MS_Hayes,R082,Lab 82,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.2,T636,MS_Hayes_2,R071,Lab 71,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.3,T637,MS_Hayes_3,R071,Lab 71,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.4,T638,MS_Hayes_4,R071,Lab 71,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.5,T639,MS_Hayes_5,R072,Lab 72,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.6,T640,MS_Iqbal,R073,Lab 73,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.7,T641,MS_Iqbal_2,R073,Lab 73,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.8,T642,MS_Iqbal_3,R074,Lab 74,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.9,T643,MS_Iqbal_4,R084,Lab 84,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SCI8,Science 8 (Earth),SCI8.10,T644,MS_Iqbal_5,R074,Lab 74,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.1,T650,MS_Lopez,R010,Room 10,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.2,T651,MS_Lopez_2,R028,Room 28,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.3,T652,MS_Lopez_3,R026,Room 26,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.4,T653,MS_Lopez_4,R065,Room 65,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.5,T654,MS_Lopez_5,R062,Room 62,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.6,T655,MS_Mehta,R046,Room 46,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.7,T656,MS_Mehta_2,R008,Room 8,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.8,T657,MS_Mehta_3,R042,Room 42,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.9,T658,MS_Mehta_4,R025,Room 25,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SS8,World History 8,SS8.10,T659,MS_Mehta_5,R066,Room 66,P03,C1;A3;D4,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.1,T660,MS_Nguyen,R003,Room 3,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.2,T661,MS_Nguyen_2,R052,Room 52,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.3,T662,MS_Nguyen_3,R058,Room 58,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.4,T663,MS_Nguyen_4,R006,Room 6,P05,E1;C3;A5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.5,T664,MS_Nguyen_5,R050,Room 50,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.6,T665,MS_Ortiz,R004,Room 4,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.7,T666,MS_Ortiz_2,R066,Room 66,P07,B2;E4;C5,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.8,T667,MS_Ortiz_3,R005,Room 5,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.9,T668,MS_Ortiz_4,R070,Room 70,P01,A1;D2;B4,2026-2027,24
Columbus Middle School,SPAN8,Spanish 8,SPAN8.10,T669,MS_Ortiz_5,R067,Room 67,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.1,T675,MS_Reyes,R104,Gymnasium 3,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.2,T676,MS_Reyes_2,R101,Gymnasium 2,P08,D1;B3;E5,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.3,T677,MS_Reyes_3,R101,Gymnasium 2,P06,B1;E2;C4,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.4,T678,MS_Reyes_4,R098,Gymnasium,P02,A2;D3;B5,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.5,T679,MS_Reyes_5,R110,Gymnasium 5,P04,C2;A4;D5,2026-2027,24
Columbus Middle School,PE8,PE 8,PE8.6,T680,MS_Stone,R098,Gymnasium,P05,E1;C3;A5,2026-2027,24
