sourcedId,status,dateLastModified,enabledUser,orgSourcedIds,role,username,userIds,givenName,familyName,middleName,identifier,email,sms,phone,agentSourcedIds,grades,password
teacher-T633,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T633,,MS_Garcia_4,,,T633,,,,,,
teacher-T634,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T634,,MS_Garcia_5,,,T634,,,,,,
teacher-T635,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T635,,MS_Hayes,,,T635,,,,,,
teacher-T636,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T636,,MS_Hayes_2,,,T636,,,,,,
teacher-T637,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T637,,MS_Hayes_3,,,T637,,,,,,
teacher-T638,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T638,,MS_Hayes_4,,,T638,,,,,,
teacher-T639,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T639,,MS_Hayes_5,,,T639,,,,,,
teacher-T640,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T640,,MS_Iqbal,,,T640,,,,,,
teacher-T641,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T641,,MS_Iqbal_2,,,T641,,,,,,
teacher-T642,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T642,,MS_Iqbal_3,,,T642,,,,,,
teacher-T643,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T643,,MS_Iqbal_4,,,T643,,,,,,
teacher-T644,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T644,,MS_Iqbal_5,,,T644,,,,,,
teacher-T645,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T645,,MS_Kim,,,T645,,,,,,
teacher-T646,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T646,,MS_Kim_2,,,T646,,,,,,
teacher-T647,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T647,,MS_Kim_3,,,T647,,,,,,
teacher-T648,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T648,,MS_Kim_4,,,T648,,,,,,
teacher-T649,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T649,,MS_Kim_5,,,T649,,,,,,
teacher-T650,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T650,,MS_Lopez,,,T650,,,,,,
teacher-T651,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T651,,MS_Lopez_2,,,T651,,,,,,
teacher-T652,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T652,,MS_Lopez_3,,,T652,,,,,,
teacher-T653,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T653,,MS_Lopez_4,,,T653,,,,,,
teacher-T654,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T654,,MS_Lopez_5,,,T654,,,,,,
teacher-T655,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T655,,MS_Mehta,,,T655,,,,,,
teacher-T656,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T656,,MS_Mehta_2,,,T656,,,,,,
teacher-T657,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T657,,MS_Mehta_3,,,T657,,,,,,
teacher-T658,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T658,,MS_Mehta_4,,,T658,,,,,,
teacher-T659,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T659,,MS_Mehta_5,,,T659,,,,,,
teacher-T660,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T660,,MS_Nguyen,,,T660,,,,,,
teacher-T661,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T661,,MS_Nguyen_2,,,T661,,,,,,
teacher-T662,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T662,,MS_Nguyen_3,,,T662,,,,,,
teacher-T663,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T663,,MS_Nguyen_4,,,T663,,,,,,
teacher-T664,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T664,,MS_Nguyen_5,,,T664,,,,,,
teacher-T665,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T665,,MS_Ortiz,,,T665,,,,,,
teacher-T666,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T666,,MS_Ortiz_2,,,T666,,,,,,
teacher-T667,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T667,,MS_Ortiz_3,,,T667,,,,,,
teacher-T668,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T668,,MS_Ortiz_4,,,T668,,,,,,
teacher-T669,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T669,,MS_Ortiz_5,,,T669,,,,,,
teacher-T670,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T670,,MS_Patel,,,T670,,,,,,
teacher-T671,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T671,,MS_Patel_2,,,T671,,,,,,
teacher-T672,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T672,,MS_Patel_3,,,T672,,,,,,
teacher-T673,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T673,,MS_Patel_4,,,T673,,,,,,
teacher-T674,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T674,,MS_Patel_5,,,T674,,,,,,
teacher-T675,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T675,,MS_Reyes,,,T675,,,,,,
teacher-T676,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T676,,MS_Reyes_2,,,T676,,,,,,
teacher-T677,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T677,,MS_Reyes_3,,,T677,,,,,,
teacher-T678,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T678,,MS_Reyes_4,,,T678,,,,,,
teacher-T679,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T679,,MS_Reyes_5,,,T679,,,,,,
teacher-T680,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T680,,MS_Stone,,,T680,,,,,,
teacher-T681,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T681,,MS_Stone_2,,,T681,,,,,,
teacher-T682,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T682,,MS_Stone_3,,,T682,,,,,,
teacher-T683,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T683,,MS_Stone_4,,,T683,,,,,,
teacher-T684,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T684,,MS_Stone_5,,,T684,,,,,,
teacher-T685,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T685,,MS_Singh,,,T685,,,,,,
teacher-T686,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T686,,MS_Singh_2,,,T686,,,,,,
teacher-T687,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T687,,MS_Singh_3,,,T687,,,,,,
teacher-T688,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T688,,MS_Singh_4,,,T688,,,,,,
teacher-T689,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T689,,MS_Singh_5,,,T689,,,,,,
teacher-T690,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T690,,MS_Tan,,,T690,,,,,,
teacher-T691,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T691,,MS_Tan_2,,,T691,,,,,,
teacher-T692,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T692,,MS_Tan_3,,,T692,,,,,,
teacher-T693,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T693,,MS_Tan_4,,,T693,,,,,,
teacher-T694,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,teacher,T694,,MS_Tan_5,,,T694,,,,,,
student-M2026001,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026001,,MS_Student_0001,,,M2026001,,,,,6,
student-M2026002,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026002,,MS_Student_0002,,,M2026002,,,,,6,
student-M2026003,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026003,,MS_Student_0003,,,M2026003,,,,,6,
student-M2026004,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026004,,MS_Student_0004,,,M2026004,,,,,6,
student-M2026005,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026005,,MS_Student_0005,,,M2026005,,,,,6,
student-M2026006,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026006,,MS_Student_0006,,,M2026006,,,,,6,
student-M2026007,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026007,,MS_Student_0007,,,M2026007,,,,,6,
student-M2026008,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026008,,MS_Student_0008,,,M2026008,,,,,6,
student-M2026009,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026009,,MS_Student_0009,,,M2026009,,,,,6,
student-M2026010,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026010,,MS_Student_0010,,,M2026010,,,,,6,
student-M2026011,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026011,,MS_Student_0011,,,M2026011,,,,,6,
student-M2026012,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026012,,MS_Student_0012,,,M2026012,,,,,6,
student-M2026013,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026013,,MS_Student_0013,,,M2026013,,,,,6,
student-M2026014,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026014,,MS_Student_0014,,,M2026014,,,,,6,
student-M2026015,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026015,,MS_Student_0015,,,M2026015,,,,,6,
student-M2026016,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026016,,MS_Student_0016,,,M2026016,,,,,6,
student-M2026017,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026017,,MS_Student_0017,,,M2026017,,,,,6,
student-M2026018,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026018,,MS_Student_0018,,,M2026018,,,,,6,
student-M2026019,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026019,,MS_Student_0019,,,M2026019,,,,,6,
student-M2026020,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026020,,MS_Student_0020,,,M2026020,,,,,6,
student-M2026021,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026021,,MS_Student_0021,,,M2026021,,,,,6,
student-M2026022,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026022,,MS_Student_0022,,,M2026022,,,,,6,
student-M2026023,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026023,,MS_Student_0023,,,M2026023,,,,,6,
student-M2026024,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026024,,MS_Student_0024,,,M2026024,,,,,6,
student-M2026025,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026025,,MS_Student_0025,,,M2026025,,,,,6,
student-M2026026,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026026,,MS_Student_0026,,,M2026026,,,,,6,
student-M2026027,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026027,,MS_Student_0027,,,M2026027,,,,,6,
student-M2026028,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026028,,MS_Student_0028,,,M2026028,,,,,6,
student-M2026029,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026029,,MS_Student_0029,,,M2026029,,,,,6,
student-M2026030,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026030,,MS_Student_0030,,,M2026030,,,,,6,
student-M2026031,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026031,,MS_Student_0031,,,M2026031,,,,,6,
student-M2026032,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026032,,MS_Student_0032,,,M2026032,,,,,6,
student-M2026033,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026033,,MS_Student_0033,,,M2026033,,,,,6,
student-M2026034,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026034,,MS_Student_0034,,,M2026034,,,,,6,
student-M2026035,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026035,,MS_Student_0035,,,M2026035,,,,,6,
student-M2026036,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026036,,MS_Student_0036,,,M2026036,,,,,6,
student-M2026037,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026037,,MS_Student_0037,,,M2026037,,,,,6,
student-M2026038,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026038,,MS_Student_0038,,,M2026038,,,,,6,
student-M2026039,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026039,,MS_Student_0039,,,M2026039,,,,,6,
student-M2026040,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026040,,MS_Student_0040,,,M2026040,,,,,6,
student-M2026041,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026041,,MS_Student_0041,,,M2026041,,,,,6,
student-M2026042,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026042,,MS_Student_0042,,,M2026042,,,,,6,
student-M2026043,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026043,,MS_Student_0043,,,M2026043,,,,,6,
student-M2026044,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026044,,MS_Student_0044,,,M2026044,,,,,6,
student-M2026045,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026045,,MS_Student_0045,,,M2026045,,,,,6,
student-M2026046,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026046,,MS_Student_0046,,,M2026046,,,,,6,
student-M2026047,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026047,,MS_Student_0047,,,M2026047,,,,,6,
student-M2026048,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026048,,MS_Student_0048,,,M2026048,,,,,6,
student-M2026049,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026049,,MS_Student_0049,,,M2026049,,,,,6,
student-M2026050,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026050,,MS_Student_0050,,,M2026050,,,,,6,
student-M2026051,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026051,,MS_Student_0051,,,M2026051,,,,,6,
student-M2026052,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026052,,MS_Student_0052,,,M2026052,,,,,6,
student-M2026053,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026053,,MS_Student_0053,,,M2026053,,,,,6,
student-M2026054,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026054,,MS_Student_0054,,,M2026054,,,,,6,
student-M2026055,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026055,,MS_Student_0055,,,M2026055,,,,,6,
student-M2026056,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026056,,MS_Student_0056,,,M2026056,,,,,6,
student-M2026057,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026057,,MS_Student_0057,,,M2026057,,,,,6,
student-M2026058,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026058,,MS_Student_0058,,,M2026058,,,,,6,
student-M2026059,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026059,,MS_Student_0059,,,M2026059,,,,,6,
student-M2026060,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026060,,MS_Student_0060,,,M2026060,,,,,6,
student-M2026061,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026061,,MS_Student_0061,,,M2026061,,,,,6,
student-M2026062,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026062,,MS_Student_0062,,,M2026062,,,,,6,
student-M2026063,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026063,,MS_Student_0063,,,M2026063,,,,,6,
student-M2026064,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026064,,MS_Student_0064,,,M2026064,,,,,6,
student-M2026065,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026065,,MS_Student_0065,,,M2026065,,,,,6,
student-M2026066,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026066,,MS_Student_0066,,,M2026066,,,,,6,
student-M2026067,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026067,,MS_Student_0067,,,M2026067,,,,,6,
student-M2026068,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026068,,MS_Student_0068,,,M2026068,,,,,6,
student-M2026069,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026069,,MS_Student_0069,,,M2026069,,,,,6,
student-M2026070,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026070,,MS_Student_0070,,,M2026070,,,,,6,
student-M2026071,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026071,,MS_Student_0071,,,M2026071,,,,,6,
student-M2026072,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026072,,MS_Student_0072,,,M2026072,,,,,6,
student-M2026073,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026073,,MS_Student_0073,,,M2026073,,,,,6,
student-M2026074,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026074,,MS_Student_0074,,,M2026074,,,,,6,
student-M2026075,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026075,,MS_Student_0075,,,M2026075,,,,,6,
student-M2026076,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026076,,MS_Student_0076,,,M2026076,,,,,6,
student-M2026077,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026077,,MS_Student_0077,,,M2026077,,,,,6,
student-M2026078,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026078,,MS_Student_0078,,,M2026078,,,,,6,
student-M2026079,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026079,,MS_Student_0079,,,M2026079,,,,,6,
student-M2026080,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026080,,MS_Student_0080,,,M2026080,,,,,6,
student-M2026081,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026081,,MS_Student_0081,,,M2026081,,,,,6,
student-M2026082,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026082,,MS_Student_0082,,,M2026082,,,,,6,
student-M2026083,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026083,,MS_Student_0083,,,M2026083,,,,,6,
student-M2026084,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026084,,MS_Student_0084,,,M2026084,,,,,6,
student-M2026085,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026085,,MS_Student_0085,,,M2026085,,,,,6,
student-M2026086,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026086,,MS_Student_0086,,,M2026086,,,,,6,
student-M2026087,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026087,,MS_Student_0087,,,M2026087,,,,,6,
student-M2026088,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026088,,MS_Student_0088,,,M2026088,,,,,6,
student-M2026089,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026089,,MS_Student_0089,,,M2026089,,,,,6,
student-M2026090,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026090,,MS_Student_0090,,,M2026090,,,,,6,
student-M2026091,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026091,,MS_Student_0091,,,M2026091,,,,,6,
student-M2026092,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026092,,MS_Student_0092,,,M2026092,,,,,6,
student-M2026093,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026093,,MS_Student_0093,,,M2026093,,,,,6,
student-M2026094,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026094,,MS_Student_0094,,,M2026094,,,,,6,
student-M2026095,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026095,,MS_Student_0095,,,M2026095,,,,,6,
student-M2026096,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026096,,MS_Student_0096,,,M2026096,,,,,6,
student-M2026097,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026097,,MS_Student_0097,,,M2026097,,,,,6,
student-M2026098,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026098,,MS_Student_0098,,,M2026098,,,,,6,
student-M2026099,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026099,,MS_Student_0099,,,M2026099,,,,,6,
student-M2026100,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026100,,MS_Student_0100,,,M2026100,,,,,6,
student-M2026101,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026101,,MS_Student_0101,,,M2026101,,,,,6,
student-M2026102,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026102,,MS_Student_0102,,,M2026102,,,,,6,
student-M2026103,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026103,,MS_Student_0103,,,M2026103,,,,,6,
student-M2026104,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026104,,MS_Student_0104,,,M2026104,,,,,6,
student-M2026105,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026105,,MS_Student_0105,,,M2026105,,,,,6,
student-M2026106,active,2026-04-26T07:42:10.000Z,true,school-columbus-middle-school,student,M2026106,,MS_Student_0106,,,M2026106,,,,,6,
